#,年,月,期,标题,栏目,栏目e,行业,作者,内容
709,Y2021,M11,#485,美联储货币政策转向与新兴经济体风险研判,美联储货币政策转向影响,Special Column,--,钟红 赵雪情 邹子昂,"摘要： 在2021年9月议息会议上，美联储已明
确释放Taper（缩减QE）信号，货币政策转向大势
已确立，最早于2021年11月启动缩减购债，2022
年或将开始加息进程。考虑到2013年“缩减恐慌
（Taper Tantrum）”给全球金融市场带来的巨大负面
冲击，本文在美联储货币政策转向预期升温背景下
分析新兴经济体面临的影响和冲击，以及对我国的
外溢影响，探讨相关应对方案。
关键词：货币政策转向；Taper；新兴经济体
中图分类号：F831         文献标识码：A
一、美国本轮宽松周期进入尾声
Taper 在即
（一）美联储货币政策转向节点将至
第一，疫情对美国经济影响渐弱。尽管2021
年7月以来，德尔塔变异毒株感染病例大幅增加
但美国政府并未重启疫情初期的严格管控与封锁措
施，防控重心放在疫苗研发和推广上。美国疫情形
势有所好转，新冠肺炎疫情死亡率显著下降。截至
2021年9月8日，美国累计死亡人数占累计确诊人 ..."
710,Y2021,M11,#485,美联储政策路线图及其影响,美联储货币政策转向影响,Special Column,--,钟正生,"摘要： 本文通过对新冠肺炎疫情暴发前后美联储
政策路线的分析，提出以下三个主要观点：美联储官
宣和实施Taper的时机或已成熟；美国金融市场的整
体韧性仍然较强；美联储的一系列行动对新兴市场国
家尤其是中国的冲击或可控。
关键词：美联储；货币政策；资本市场
中图分类号：F831         文献标识码：A
一、美联储政策正常化路线
(一) 美联储政策转向背景：与2013年
比较
1.从经济增长角度看
新冠肺炎疫情暴发后，美国经济在货币、财政、
疫苗等多因素助力下快速复苏，经济增长势头甚至
一度超过危机前水平。然而，2021年下半年以来，
德尔塔变异病毒以及财政退坡使美国经济增长边际
走弱（见图1）。美联储政策在此背景下保持“按兵
不动”。随着新冠肺炎疫情影响淡化，第四季度美国
经济复苏节奏有望快于第三季度。
美联储等官方机构和金融市场对美国2021年实
际GDP预测的难度加大、共识减弱：前期，美国官方
机构及国际组织对美国经济走势表现出乐观情绪，其
作者简介：钟正生，平安证券首席经济学家。
① 本文是根据作者于2021年9月18日在横琴智慧金融论坛（2021年第三 ..."
711,Y2021,M11,#485,横琴合作区打造国际金融枢纽新支点,琴澳产业合作与金融支持,Special Column,--,刘少波 梁晋恒,"摘要：中央对粤港澳大湾区的发展高度重视，从
世界全局和国家战略高度对大湾区发展作出顶层设计
和战略规划，横琴合作区将在大湾区建设国际金融枢
纽进程中，发挥独特的作用和扮演更加重要的角色。
本文分析了在建设大湾区国际金融枢纽进程中，合作
区打造国际金融枢纽新支点的必要性和多方面的可行
性，并提出建设国际金融枢纽新支点应当着力打造六
个“新”的政策建议。
关键词：粤港澳大湾区；合作区；金融枢纽
中图分类号：F832         文献标识码：A
近年来，中央对粤港澳大湾区的发展高度重
视，从世界全局和国家战略高度对大湾区发展作出
顶层设计和战略规划，先后出台了《粤港澳大湾区
规划纲要》（以下简称《规划纲要》）、《深圳建设中
国特色社会主义先行示范区综合改革试点实施方案
（2020－2025年）》《全面深化前海深港现代服务业
合作区改革开放方案》和《横琴粤澳深度合作区建
设总体方案》（以下简称《横琴方案》）。这些规划方
案中，对大湾区金融发展的总体定位是：建设国际金
融枢纽。在建设国际金融枢纽进程中，横琴粤澳深
度合作区（以下简称“合作区”）应当，也必将发挥
独特的作用和扮演更加重要的角色，有望成为大湾
区国际金融枢纽的新支点。 ..."
712,Y2021,M11,#485,现代金融支持琴澳产业合作,琴澳产业合作与金融支持,Special Column,--,许志瑜,"摘要：现代金融支持琴澳产业合作已成为澳门特
区政府加速现代金融发展、推动澳门融入大湾区建
设和国家发展大局的重要着力点。本文从琴澳产业
合作具备的基础条件入手，提出琴澳产业合作迎来
新的政策驱动，指出琴澳产业合作下一步需思考三
个方面的问题，并针对性地提出金融业应如何支持
琴澳产业合作的思考。
关键词：琴澳产业合作；横琴方案；金融业
中图分类号：F832         文献标识码：A
日前，《横琴粤澳深度合作区建设总体方案》（以
下简称《横琴方案》）正式出台，这是党中央从全局
和战略高度作出的重大决策，也是国家支持澳门经
济适度多元发展、丰富“一国两制”实践的重大举措
赋予了澳门新的重大机遇、重大平台、重大使命。
粤澳合作共建横琴，是习近平总书记亲自谋划
部署的重大决策。从国家层面来看，总书记提出“建
设横琴的初心就是为澳门产业多元发展创造条件”
作为国家大湾区建设的重要组成部分，横琴粤澳深
度合作区是中央深化粤港澳大湾区建设的重大部署
将成为丰富“一国两制”伟大实践的重大创新。从
澳门特区来看，合作区建设就是通过打造粤澳双方
共商、共建、共管、共享的新机制，共建横琴与澳
门一体化高水平开放新体系。 ..."
713,Y2021,M11,#485,横琴粤澳深度合作区的产业发展及金融支持,琴澳产业合作与金融支持,Special Column,--,黄新飞,"摘要： 横琴粤澳深度合作区的揭牌仪式标志着
横琴进入了全新的发展阶段，也带来了全新的发展
机遇。本文认为，在促进产业多元化的发展进程中，
应当重点关注以下四个方面：一是建设横琴粤澳深
度合作区的背景，二是珠海和澳门产业发展的基础，
三是琴澳产业合作的现状与前景，四是琴澳产业合
作的金融支持。
关键词：粤港澳；横琴；合作区；产业合作
中图分类号：F832         文献标识码：A
横琴粤澳深度合作区的揭牌仪式标志着横琴进
入了全新的发展阶段，也带来了全新的发展机遇。
按照国家的建设方案，合作区共有四项新战略，排
在第一位的新战略是促进澳门成为经济适度多元化
发展的新平台。众所周知，澳门的发展是一种一元
化单一式的发展，是以博彩业发展作为主体的发展。
在促进产业多元化的发展进程中，以下四个方面值
得关注。
一、建设横琴粤澳深度合作区的背景
从宏观角度看，横琴粤澳深度合作区发展的一 ..."
714,Y2021,M11,#485,关于银行业拥抱数字产业化和产业数字化发展新形势的思考,银行家论坛,Banker's Forum,--,杨玉峰 吕杨 刘佳琪,"摘要：随着信息技术的蓬勃发展，中国数字经
济和实体经济已经开始深度融合。后疫情阶段，数
字产业化和产业数字化势必迎来加速发展的“黄金
时代”。本文从《中共中央关于制定国民经济和社
会发展第十四个五年规划和二〇三五年远景目标的
建议》的发布谈起，分析数字产业化及产业数字化
发展带来的新契机，辨识数字产业化及产业数字化
为银行业带来的新机遇，探索同业应对当前发展的
新趋势，旨在研究和展望中国银行业未来数字化转
型的实践方向。
关键词：数字产业化；产业数字化；银行业发展
数字化转型
中图分类号：F832            文献标识码：A
一、数字产业化与产业数字化发展迎
来新契机
《中共中央关于制定国民经济和社会发展第十
四个五年规划和二〇三五年远景目标的建议》（简 ..."
715,Y2021,M11,#485,对中国资本账户开放进程的一些观察与思考,金融前沿,Financial Foresight,--,张礼卿,"摘要：在20世纪90年代以前，我国一直实行严
格的资本管制，无论是资本流入还是资本流出，都受
到严格限制。1996年11月，在中国人民银行宣布接
受IMF第八条款，即实现经常项目可兑换后，我国外
汇管理体制改革的重点开始转向推动资本账户开放
在经历了近30年的努力之后，我国资本账户的开放
程度有了明显提高，在推进过程中也积累了一些成功
经验。展望未来，除非发生极端情形，中国应该适当
加快资本账户开放步伐。
关键词：资本账户；资本管制；跨境资本流动
中图分类号：F832            文献标识码：A
一、中国资本账户开放历程回顾
（一）简要历程
在20世纪90年代初，为了解决经济发展中的资
金和技术瓶颈，在浦东新区开发战略的推动下，我国
开始鼓励跨国公司来华投资。不过，总体而言，该阶
段投资规模相对有限，且需要通过严格的审批程序
与此同时，我国对于证券资本流入、向外国银行借款
等，仍然维持严格的管制，而对于各种形式的资本流
出，更是采取了非常严格的控制。
进入21世纪，伴随着中国成功加入世界贸易组 ..."
716,Y2021,M11,#485,数字货币竞争及银行的角色—— 基于技术、监管、场景三维视角的分析及前瞻,银行业经营管理,Banking Management,--,夏林峰 李卢霞 肖玉宁 陈诗逸,"摘要：近年来，数字货币研发探索明显提速，竞
争重心逐渐从“民间”向“政府”拓展。数字货币本
身已不再是一个单纯的技术创新，或者一个独立的经
济问题。由于涉及货币主权及全球金融主导权的争夺
更令其成为一场国际间复杂的政治博弈。技术、监管
及场景是数字货币实践的三个核心要素，其中，技术
是前提，监管是关键，场景是基础。本文将从技术
监管、场景三维视角创新构建数字货币的分析框架
回顾数字货币的发展轨迹，研判未来的竞争态势，并
基于商业银行的立场探讨应对之道。
关键词：数字货币；银行角色；技术发展；监管
挑战；应用场景
中图分类号：F832            文献标识码：A
随着现代密码学的演进发展、区块链技术日益
成熟、第三方支付的快速发展以及纸钞使用率的持
续下降，以比特币和稳定币为代表的私人数字货币
应运而生，并迅速发展，引发各国央行的关注。特
别是2019下半年Diem①、e-CNY的出现，更将数
字货币的推动力量从民间向政府拓展，形成以比特
币为代表的私人数字货币、以Diem为代表的稳定 ..."
717,Y2021,M11,#485,大国制造与国际竞争—— 谈中国制造业的成就与挑战,宏观经济与市场,Macro Economy & Market,--,罗志恒徐凯舟 ,not found
718,Y2021,M11,#485,中国银行之基础安在——《  张公权金融言论集》（马学斌编著）摘登（10）,张公权金融思想,Special Column,--,张公权,"守法精神·道德观念·经济常识
郭先生刚才演说“自强不息”道理，极中肯綮
希望诸君能充分领略。我已多年未到汉口，极想与
诸位谈谈。中国版图幅员之广，人口之众，几甲于
世界。前岁我在大连，适逢九一八事变，东三省陷
于混乱状态，尚未全失，近则长城以外，几全部失陷
沦为异域。我最近住在医院内，有一看护侍役告我
若照此情势，以满洲、热河失陷之时日计之，不到
一年，恐怕敌踪即可到长江流域，深入堂奥，言之
愤慨！究其所以致失之原因，实不能仅仅归咎于飞
机少，海军弱，根本问题，还是在国家无组织。所
以日本对外宣传，说我国是一无组织之国家，真是
确论。今试问国家之有组织、无组织，究竞作何解
说？而其组织之基础安在？简单言之：所谓组织者
国家无论何事，均有一定之轨道，大家照这个轨道 ..."
719,Y2021,M11,#485,各国之发行准备制度与上海中国银行准备公开办法之比较——《  张公权金融言论集》（马学斌编著）摘登（11）,张公权金融思想,Special Column,--,张公权,"上海中国银行之发行总额共九千零八十六万余
元，较之东西各国为数极微；然在金融萌芽方始之
我国，已属甚巨。关系于社会个人者，殊为重大
作者简介：本文摘自金融史学者马学斌编著的《张公权金融言论集》（
① 谦益：《兑换券发行准备公开之回顾》，《钱业月报》（上海），1929 ..."
720,Y2021,M12,#486,全球经济复苏与产业链重塑,特稿,Feature,--,刘连舸 ,"今天，来自世界各地的专家学者以线上线下结
合的方式，共同探讨全球经济金融体系的未来，具
有十分重要的理论与现实意义。首先，我谨代表中
国银行和中国国际金融学会，向参加本届年会的各
位嘉宾表示热烈欢迎，向长期支持中国银行发展的
各位领导、同仁表示衷心感谢！
中国银行即将迎来110周年华诞。百年中行
百年积淀。我们一向重视研究，1920年就成立调查
室，迄今研究网络遍布全球，在过去曾涌现出马寅
初等老一代经济学家，现今又有像朱民院长这样驰
名于国内国际学术论坛前沿的著名经济学家。今天
借助中国国际金融学会这个平台，非常荣幸邀请到
各位专家，共同探讨全球经济金融问题。下面，我
想就全球经济复苏与产业链重塑问题，与大家分享
一些看法。
目前，全球经济正逐渐从疫情冲击中恢复。占
全球经济九成左右的G20经济体整体上已收复失
地，全球工业生产和贸易水平已超过疫情前（见图
1）。虽然经济整体复苏，但基础并不稳固，波动性
大、脆弱性高、结构性失衡等特征明显。预计2021
年全球仍将有约一半经济体GDP总量低于疫情前。
从历史经验看，全球产业链合作是推动经济发
作者简介：刘连舸，中国银行董事长、中国国际金融学会会长。
① 本文根据作者在2021年中国国际金融学会年会上的发言整理。
② 包括亚洲和大洋洲国家，下同。 ..."
721,Y2021,M12,#486,经济周期理论的创新思维—— 基于理论模型视角,银行家论坛,Banker's Forum,--,宗良 郝毅 ,"摘要：经济周期是指经济运行中周期性出现的
经济扩张与经济紧缩循环往复的一种现象。经济周
期研究对经济形势分析、金融危机预测和政府宏观
调控政策制定具有重大意义。长期以来，经济周
期理论作为经济学理论重要组成部分取得了快速
发展，但也存在一定的局限性。特别是2008年全
球金融危机之后，动态随机一般均衡模型（简称
DSGE）作为20世纪80年代以来宏观经济学主流
经济周期理论的核心分析框架受到了来自各界的强
烈质疑，学术界和监管部门开始探讨其他经济周期
理论的合理性和价值。本文在梳理经济周期理论沿
革与进展的基础上，基于“有效市场”和“有为政
府”有机结合的逻辑，构建理性综合视角下的经济
周期理论模型，用新思维阐释经济周期与经济危机，
探索黄金发展期存在的条件和前景。
关键词:经济周期；理论模型；经济危机；黄金
发展期
中图分类号：F832            文献标识码：A
引言
在经济周期理论的发展里程中，出现过多种 ..."
722,Y2021,M12,#486,可持续发展贷款的国际实践及对完善我国绿色金融工具的启示,绿色金融工具与创新,Special Column,--,王曼,"摘要：可持续发展贷款是近几年兴起的、较新
颖的绿色金融理念和实践。自2017年首笔可持续
发展贷款发放以来，其在全球绿色金融市场中发挥
着日益重要的作用。可持续发展贷款获得广泛关注
与其核心的作用机制密不可分，即贷款成本与借款
人可持续发展绩效指标完成情况挂钩，从而激励借
款人更多地投入与可持续发展相关的商业活动，为
经济和社会长远健康发展注入新动能。此种绿色金
融工具在中国境内的实践却相对较少。本文介绍了
可持续发展贷款兴起和发展的背景和全球实践趋
势，分析其核心作用机制和优势，通过案例进一步
直观展示其特征，以期对我国可持续发展贷款的落
地起到借鉴和启示作用。
关键词：可持续发展贷款；核心作用机制；绿色
金融债务工具；可持续发展绩效指标（SPTs）；环境、
社会和治理 （ESG）
中图分类号：F832            文献标识码：A
一、可持续发展贷款的兴起与发展
可持续发展贷款（Sustainability Linked Loans） ..."
723,Y2021,M12,#486,碳市场建设的国际经验、中国发展及前景展望,绿色金融工具与创新,Special Column,--,汪惠青,"摘要：碳市场能够对碳排放进行科学量化和市
场化定价，是各国实现碳减排目标的重要方式。从
国际经验来看，全球碳市场经历了十几年的发展
目前已建立了较成熟的机制。中国碳市场自2011
年开始试点，经过十年探索，全国碳交易市场于
2021年7月中旬正式启动。在碳中和背景下，全国
碳市场将承载更大的碳减排使命，朝着金融化、国
际化快速发展。但也需要辩证地看待碳市场金融化
的机遇和风险。未来，可以通过丰富市场参与主体
明确碳金融属性、防范碳金融的潜在风险、完善与
国际碳市场的连接机制、探索碳金融服务创新等方
式，推动中国碳市场的建设和发展。
关键词：碳市场；国际经验；碳交易；碳金融风
险
中图分类号：F832            文献标识码：A
一、全球碳交易市场的发展背景
（一）碳交易的理论基础与发展
环境问题的外部性是建立碳交易制度的理论基
础。外部性的概念最早由新古典经济学派创始人马 ..."
724,Y2021,M12,#486,有效信息生产—— 小微信贷的成功之道,银行业经营管理,Banking Management,--,王剑 任屹颖 牛嘉豪,"摘要：小微企业是我国经济发展的生力军，其蓬
勃发展解决了大量就业问题，维护了社会安定。目前，
我国政府不断出台政策，鼓励银行加大对小微企业
的金融服务力度。然而，“融资难、融资贵”仍是制
约小微企业发展的一大问题。在分析信贷业务原理
的基础上，本文认为小微信贷业务的关键在于控制
获取风险定价所需信息的业务成本，做好获取信息、
降低风险与信息成本之间的平衡。小微信贷业务开
展大致可分为线下和线上两种模式。根据对两种模
式的详细分析，本文认为目前我国中小银行的小微
信贷还无法实现纯线上化，仍需牢牢抓住其线下优
势，采取线下线上相结合的模式。
关键词：小微企业；有效信息；线下模式；线上
模式
中图分类号：F832            文献标识码：A
一、从原理上理解小微企业信贷业务
在我国，小微企业自身特点导致其在经营管
理、技术等方面存在缺陷，抵御市场风险的能力较
差，平均生命周期仅三年左右。我国小微企业多为
家族式经营与管理，制度规范性不足，管理不够正
规，且一般缺少严谨的财务记录，多数报表未经外
部审计，存在严重的信息不对称问题。因此，银行 ..."
725,Y2021,M12,#486,商业银行场景金融构建与生态建设路径探析,银行业经营管理,Banking Management,--,姜世戟,"摘要：在移动互联网加速发展的趋势下，消费
者对金融需求与场景紧密融合的需求日益增长，场
景化金融服务随之应运而生。场景金融作为银行突
破现有金融服务模式的关键，已成为商业银行持续
发展的必由道路。近年来，商业银行纷纷发力金融
场景建设，将支付、融资以及信用等相关环节嵌入
社会生活密切相关的各个方面，同时通过快速抓住
用户痛点，实现触达用户各种需求、增强用户粘性
的目的，场景金融迅速发展。本文通过对比，分析
了商业银行场景金融建设的现状及存在的问题，提
出了商业银行构建场景金融及生态建设的路径对策
关键词：场景金融；用户体验；用户黏性；零售
金融；产业链金融
中图分类号：F832            文献标识码：A       
近几年来，消费者对于移动终端的应用兴趣日
益增长，第三方平台以及互联网消费模式都以其明
显的高效率、碎片化特征迅速占据金融市场。消费
者金融活动的空间也不再局限于物理网点，不同层
次、不同群体的金融消费者对金融服务的要求日益
多元化。互联网企业跨界涉足金融业务，利用创新
技术不断提升金融服务质量，获得大量长尾客户 ..."
726,Y2021,M12,#486,美元指数：国际货币体系利益格局的政治经济学,宏观经济与市场,Macro Economy & Market,--,王晋斌 厉妍彤,"摘要：美元指数本质上是一个排他性的国际货
币体系利益集团。美元指数不是美国贸易一篮子货
币，而是国际金融市场的货币汇率指数，本身具有
超主权货币的定价性质。美元指数的构成基本反映
了G7操控国际货币体系利益格局的政治经济学。国
际货币体系改革具有实质性的一步是改革美元指数
的构成，纳入更多重要货币，从而使得国际货币体
系的构成及运行能够反映更多重要货币共同参与全
球货币体系治理的需要，以适应世界经济越发多极
化发展的新格局。
关键词：美元指数；国际货币体系；铸币税
中图分类号：F832            文献标识码：A
仅理解美元不足以理解美元霸权体系。美元指
数货币篮子与美元之间存在相对定价关系，美元指
数也因此成为美元的对外“代言人”：美元指数上涨，
美元走强；美元指数下跌，美元走弱。因此，深入
理解美元指数及其运行逻辑，以及美元指数代表国
际货币体系利益格局，才能更深入地理解美元霸权
体系。美元指数作为美元的对外“代言人”，本质上
体现了部分发达经济体把持国际货币体系利益格局
的政治经济学。 ..."
727,Y2021,M12,#486,美国助贷业务的经营模式与发展演变,宏观经济与市场,Macro Economy & Market,--,朱太辉   张彧通,"摘 要：本 文 通 过 分 析 美 国 FICO、Upstart
Upgrade三家公司的经营模式，研究总结了美国科技
公司的助贷模式和发展演变。FICO等传统助贷机构
不参与银行贷款业务流程，仅提供信息技术服务；随
着金融科技的快速发展，Upstart、Upgrade等金融科
技公司开始全面参与贷款业务流程，他们通过网络平
台实现业务撮合，使用替代类数据进行信贷审批和定
价决策，使得数字技术不断应用到客户运营、客服服
务等贷款业务环节，并基于真实交易场景实现贷款流
程的再造。网络平台正在成为美国银行体系的有力补
充，替代类数据、账户运营和人工智能等技术将会成
为助贷机构的标配，此外助贷机构持牌经营也逐渐成
为重要趋势。近年来，中国的助贷行业也出现了和美
国相同的数字化赋能和供应链分工趋势。未来中国的
市场化征信机构有可能扮演“征信基础设施+助贷
服务商”的双重角色，中国的市场化助贷机构未来定
位于“向征信机构和金融机构提供服务的科技服务
商”，而金融监管部门应当做到维护金融消费者权益
保护和消费者金融服务体验提升之间、助贷机构科技
赋能和金融机构数字化转型之间以及数据安全、征信
管理秩序和提供普惠金融服务之间的平衡，从而在更
高水平上统筹发展与安全。
关键词：助贷；互联网贷款；金融科技；数据
金融监管
中图分类号：F832            文献标识码：A ..."
728,Y2021,M12,#486,我国长租房投资风险管理问题探讨,宏观经济与市场,Macro Economy & Market,--,周艺霖,"摘要：长租房投资风险防控已成为一个有必要
深入研究的现实课题。截至目前，国内外对长租房
投资风险管理方面的理论研究相对滞后，实践中已
暴露出不少问题。对此，本文从理论上系统阐述了
此项投资的主要风险、形成机理及风险特征，探讨
其风险评价方法，并以实例进行检验分析，进而提
出风险防控的措施与建议，以期指导实践。
关键词：长租房投资；风险管理；措施与建议
中图分类号：F832            文献标识码：A
一、我国长租房市场前景广阔
我国长租房市场发展起步较晚，但发展速度较
快。2019年，我国长租房公寓市场交易规模已达1.73
万亿元，到2020年，交易规模已突破2万亿元①
北京、上海、深圳、南京、杭州、苏州等城市发展
速度较快。青年客群，尤其是“90后”逐渐成长为
长租房的主要使用人，他们的年龄在22～35岁之
间，以互联网/IT、金融、房地产建筑及教育等行业
的年轻客群为主。
对比美国、德国、日本和新加坡等国家，我
国长租房市场尚处于发展初期。以租住人占比看
发达国家租住人占比均在30%以上，而我国仅为
作者简介：周艺霖，中央财经大学金融学院硕士研究生。 ..."
729,Y2021,M12,#486,推动数字人民币跨境使用的思考—— 以东盟为例,金融前沿,Financial Foresight,--,陈燕和 王海全,"摘要：中国与东盟互为第一大贸易伙伴，探索在
中国与东盟贸易结算中使用数字人民币，不仅有利于
解决人民币落地难的问题，而且能提高跨境贸易支付
效率，提升货币合作层次和范围，有效维护区域金融
稳定。但数字人民币发展尚未具备在大额交易中的应
用条件，面临着多元化监管以及东盟地区对数字人民
币接受度可能不如美元等问题。建议按照循序渐进、
平等互利的原则，遵循“先周边化，后区域化”的路径，
推动数字人民币在东盟地区使用。应加强对话协商，
推动央行数字货币合作，优化数字货币基础设施建设，
强化在边境地区和东盟对数字人民币的宣介，探索借
助“一带一路”倡议拓展数字人民币的应用场景。
关键词：数字人民币；人民币国际化；跨境支付
中图分类号：F11-0，F831.6        文献标识码：A
引言
央行数字货币跨境支付在国际上备受关注。国际
清算银行（BIS）的调查显示，已有80％的中央银行正
在探索研究央行数字货币（CBDC）。跨境支付有望成
为未来国际数字货币竞争的“突破口”。自2014年以来，
中国央行的数字货币历经理论研究、成立数字货币研
究所、上线运行首个数字票据交易平台原型系统并陆
续完成顶层设计、标准制定、功能研发、联调测试等， ..."
730,Y2021,M12,#486,银行事业成败在于“无形之精神”——《  张公权金融言论集》（马学斌编著）摘登（12）,张公权金融思想,Special Column,--,张公权,"本行有通信录，自民国四年一月始，名曰业务
会计通信录②。以本行业务上会计上，同人应知之
作者简介：本文摘自金融史学者马学斌编著的《张公权金融言论集》（
① 参见马学斌：《“团体精神”的载体——历史上的<中行月刊>》《
刊一瞥——农贷业务报刊和分支机构报刊》,《国际金融》（北京）， ..."
731,Y2022,M01,#487,2021年国际金融十大新闻,国际金融十大新闻,Special Column,--,刘连舸 等,not found
732,Y2022,M01,#487,2022年：稳定经济大盘最重要,中国国际金融学会年会,Special Column,--,李扬,"摘要：2021年，中国经济在一系列不利因素的
冲击下仍然不改长期向好趋势，实现了预期目标。
2022年，中国经济面临新的不确定局面，“需求收缩、
供给冲击、预期转弱”，需要密切关注疫情、出口
变化、小企业发展、房地产市场及美国“量宽退出”
的外溢性影响，做好充分的应对准备。
关键词：中国经济；需求分析；供给分析；稳增
长
中图分类号：F831         文献标识码：A
在疫情蔓延、灾害频发、全球大宗产品价格飙
升和国内拉闸限电等不利因素叠加的冲击下，2021
年的中国经济仍然实现了预期增长目标。全年实际
GDP增速可达5.1%。在世界主要国家和国际组织
相继下调经济增速的沮丧氛围下，中国经济有此表
现，实属不易。
一、中国经济长期向好趋势不改
中国经济在一系列不利因素的冲击下仍然不改
长期向好趋势，主要表现在三个方面。
一是与民生相关的物价、就业和收入基本稳
定，为不断提高人民的生活水平提供了有力保障。
2021年前三季度，居民消费价格指数CPI仅为0.6%， ..."
733,Y2022,M01,#487,贯彻新发展理念   实现高质量发展,中国国际金融学会年会,Special Column,--,陆磊,"摘要：2021年，中国经济保持了良好的发展态势
在高质量发展和高水平开放方面均取得新进展。经济
方面，“三驾马车”持续发力引领经济增长，制造业
比重基本稳定，绿色、数字等行业蓬勃发展，富有竞
争力的企业奠定了高质量发展的微观基础。金融方面
货币供应量、社会融资规模适度增长，外汇供求基本
平衡，多层次资本市场体系渐趋完备。当前，世界百
年未有之大变局和新冠肺炎疫情全球大流行交织影
响，国际环境更趋严峻复杂，全球经济复苏仍面临诸
多不确定性。中国经济韧性强，长期向好的基本面
不会改变。下一阶段，要继续认真贯彻党的十九届六
中全会和中央经济工作会议精神，不断做强经济基础
强化“六稳”“六保”，统筹发展和安全，以高水平开
放促进深层次改革、推动高质量发展。
关键词：新发展格局；高质量发展；创新驱动
中图分类号：F831         文献标识码：A
一、“十四五”开局良好，高质量发展
和高水平开放取得新进展
（一）经济保持恢复态势，发展韧性持续
显现
2021年是“十四五”开局之年，主要宏观指标
处于合理区间，经济运行持续恢复发展，总量实现
平稳增长。国家统计局数据显示，2021年前三季度 ..."
734,Y2022,M01,#487,全球经济发展风险与机遇,中国国际金融学会年会,Special Column,--,余伟文,"摘要：尽管全球经济面临疫情反复、高通胀、新兴市
场资本外流等风险，但三大机遇值得关注。一是中国内地
不断融入国际市场的机遇。中国内地投资者的全球财富配
置需求以及人民币国际化将给中国香港②金融中介机构带
来更多机会，下一步香港将从扩大市场流动性、丰富市场
产品以及提升金融基础设施三方面下手，保持香港离岸人
民币枢纽竞争力。二是疫情推动了金融科技的快速发展。
2021年6月，香港金管局推出“金融科技2025”策略，其
中包括了与中国人民银行及其他国家央行合作的央行数字
货币项目，可有效解决跨境支付费用高昂、缓慢的问题，
未来有望得到推广。三是绿色金融发展迅速。香港作为国
际金融中心，在国家实现“30·60”目标的过程中，可以
担当“绿色桥梁”，引导国际资金加快投向中国内地绿色金
融资产，支持中国内地实体经济发展与气候转型。
关键词：全球经济发展；金融科技；绿色金融
中图分类号：F831         文献标识码：A
回顾2021年，随着各国积极开展疫苗接种，全球
经济实现可观增长，且复苏态势有望持续至2022年。
本文立足香港，放眼全球，分析三大风险和三大机遇。
一、全球经济发展面临三大风险
一是全球疫情尚未受控。奥密克戎等新型变种病毒可
能导致各地再次实施封锁措施，为全球经济带来下行风险。
二是高通胀威胁不容忽视。虽然当前发达经济体的 ..."
735,Y2022,M01,#487,中国和新加坡将在共同推动亚洲增长方面发挥更大作用,中国国际金融学会年会,Special Column,--,梁新松,"摘要：变异的新冠肺炎病毒加剧了经济复苏的
不确定性。亚洲的增长、向实现碳中和的过渡，以
及商业和金融的数字化正在重塑区域经济和金融格
局。第一，在中国、印度和东盟三个增长引擎的推
动下，亚太地区预计将成为2021年全球GDP增长
的最大驱动力。中新两国将继续深化金融合作，为
企业、金融机构和投资者创造新机遇，共同促进亚
洲发展。第二，亚洲正在向低碳转型。亚洲迈向低
碳经济并非易事，亚洲各国必须在向可持续发展过
渡的过程中，采取合适的政策，确保经济和社会良
性发展。绿色金融可以为亚洲各国实现有效且具包
容性的碳中和转型提供强大的推动力。第三，技术
和创新正在重塑经济和金融格局，改变公司的经营
方式。新加坡金融管理局开展了跨境试点项目，在
支付领域和贸易领域加强与中国等国家的合作，促
进数字金融平台和工具之间的互联互通，将使各国
家的个人和中小企业能够以较低的成本、更高的效
率进行跨境支付。
关键词：中新合作；可持续增长；碳中和
中图分类号：F831            文献标识码：A
作者简介：梁新松，新加坡金融管理局副行长。 ..."
736,Y2022,M01,#487,“一带一路”主权债务违约的识别与应对,国际金融,International Finance,--,刘衍 韩立岩 张金清,"摘要“：一带一路”倡议在国内外引起强烈反响
取得卓越的成就。然而，复杂多变的世界政治经济
环境和突如其来的新冠肺炎疫情导致世界经济陷入
二战以来最严重的衰退，少数“一带一路”国家相
继出现主权债务违约，引起高度关注。本文梳理“一
带一路”国家主权债务违约的事实与特征，分析其
传染风险，进而提出防范和应对违约风险的思路与
策略。本文分析认为，“一带一路”沿线部分国家
存在主权债务违约的事实，但规模和原因存在差异
这需要债权债务双方以及国际机构秉持“共商、共
建、共享”原则予以防范与应对。
关键词：“一带一路”倡议；主权债务违约；违
约风险；应对策略
中图分类号：F832            文献标识码：A
2020年，面对席卷全球的新冠肺炎疫情、地缘
政治与全球产业链等方面的不利因素，中国同“一
带一路”国家同舟共济，共同推动相关项目取得
了新进展——全年与沿线国家进出口总额达到9.37
万亿元，同比增长1%，连续7年保持正增长；其
作者简介：刘衍，复旦大学应用经济学博士后流动站和珠海复旦创新
                  航空航天大学经济管理学院教授、博士生导师；张金清， ..."
